Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFourAndFive,33,0,0,2,1,1,2,2,2,1,0
IncreaseDecreaseInUndisbursedLoanFunds,33,0,1,2,2,2,1,1,1,1,0
FinancialGuaranteeInsuranceContractsPremiumReceivablePremiumPaymentsReceived,33,0,2,2,2,2,2,1,0,0,0
DerivativeHigherVariableInterestRateRange,33,0,2,2,4,3,0,0,0,0,0
CashAndSecuritiesSegregatedUnderOtherRegulations,33,0,0,2,3,3,2,1,0,0,0
SecuritizedAssetsAndAnyOtherFinancialAssetsManagedTogetherDelinquentAmountAtEndOfPeriod,33,0,1,1,1,1,1,2,2,2,0
AssumedPremiumsEarnedOtherInsurance,33,0,3,6,2,0,0,0,0,0,0
DeferredStormAndPropertyReserveDeficiencyCurrent,33,0,1,0,0,2,2,2,2,2,0
ServicingLiabilityAtAmortizedValueAdditions,33,0,0,2,2,2,1,1,1,1,1
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersMinimumInterestRateInRange,33,0,3,2,2,2,2,0,0,0,0
StockOrUnitsAvailableForDistributions,33,0,0,2,3,3,1,1,1,0,0
GeneralFairValueHedgeInformationDollarOffsetThresholdMinimum,33,0,2,4,1,2,2,0,0,0,0
AdvancesForGasExplorationDevelopmentAndProductionAmount,33,0,2,2,2,1,3,1,0,0,0
MalpracticeLossContingencyClaimsIncurredNet,33,0,2,2,2,1,1,1,1,1,0
OtherExtraordinaryGainLoss,33,0,4,4,0,3,0,0,0,0,0
RealEstateOwnedAmountOfLossAtAcquisition1,33,0,0,0,2,1,2,2,2,2,0
FairValueInputsLongTermNetOfTaxOperatingIncomeMarginPercent,33,0,1,2,3,3,1,1,0,0,0
SupplementaryLeverageRatio,33,0,0,0,0,0,0,0,5,6,0
WeightedAverageRateForeignDeposit,33,0,0,3,3,5,0,0,0,0,0
DebtSecuritiesTradingAndEquitySecuritiesFvNiCost,33,0,0,0,0,0,0,0,0,9,2
SiteContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost,33,0,1,3,1,2,1,3,0,0,0
OtherPostretirementBenefitsExpenseReversalOfExpenseNoncash,33,0,0,0,0,0,0,0,2,6,3
DeferredCostsCreditCardOriginationCostsAmortization,33,0,1,2,1,1,2,4,0,0,0
IncentiveFeeAmountPaid,33,0,0,10,1,0,0,0,0,0,0
FairValueConcentrationOfRiskGuarantees,33,0,0,0,0,2,3,2,2,1,1
AssetsDesignatedToClosedBlockShortTermInvestments,33,0,2,1,2,2,1,1,1,1,0
LifeSettlementContractsInvestmentMethodFaceValueMaturingInYearThree,33,0,0,2,2,2,3,2,0,0,0
FederalHomeLoanBankAdvancesMaturitiesSummaryByInterestRateTypeFloatingRateUnderOneYear,33,0,0,1,0,1,2,1,2,2,2
AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,33,0,2,2,1,0,2,2,2,0,0
LoansReceivableCommercialTradeFinancing,33,0,0,3,3,2,2,0,0,1,0
FinanceLeaseLiabilityPaymentsDueInRollingYearTwo,33,0,0,0,0,0,0,0,1,1,9
DebtInstrumentSinkingFundPayment,33,0,0,5,2,0,2,1,0,1,0
LoansAndLeasesReceivableConsumerInstallmentStudent,33,0,1,2,2,1,1,2,1,1,0
WeightedAverageRateDomesticDepositOtherTimeDeposit,33,0,0,4,4,2,1,0,0,0,0
LossContingencyReceivableProceeds,33,0,0,0,0,0,0,3,3,4,1
BusinessAcquisitionPurchasePriceAllocationMineralRights,33,0,1,8,2,0,0,0,0,0,0
FairValueConcentrationOfRiskLoansReceivable,33,0,1,1,0,0,2,2,3,2,0
FinancialGuaranteeInsuranceContractsPremiumReceivableNewBusinessWritten,33,0,0,0,2,1,2,2,2,2,0
ForeignCurrencyFairValueHedgeAssetAtFairValue,33,0,1,2,2,1,2,0,1,2,0
CostsOfFranchisedOutlets,33,0,1,1,0,2,1,1,1,4,0
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNumberOfSharesPeriodIncreaseDecrease,33,0,0,0,2,4,0,2,0,3,0
MalpracticeLossContingencyClaimsIncurredInPeriod,33,0,1,1,2,1,1,1,2,2,0
NetCreditLossesDuringPeriodOnLoansManagedOrSecuritized,33,0,5,6,0,0,0,0,0,0,0
IncreaseDecreaseInOptionPremiumContractsPayable,30,0,1,2,1,2,1,2,1,0,0
FreshStartAdjustmentIncreaseDecreaseAdditionalPaidInCapital,30,0,1,1,2,2,0,3,1,0,0
ClosedBlockOperationsIncomeLossFromDiscontinuedOperationsNetOfTax,30,0,0,0,2,5,1,2,0,0,0
DividendsPayable,30,0,3,7,0,0,0,0,0,0,0
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsCurrent,30,0,0,0,1,2,1,4,2,0,0
FreshStartAdjustmentIncreaseDecreaseRetainedEarningsDeficit,30,0,1,1,2,0,0,1,1,4,0
ClosedBlockDividendObligationEffectOfOperatingResults,30,0,1,1,3,3,2,0,0,0,0
NumberOfPropertiesSubjectToGroundLeases,30,0,0,1,2,1,2,3,0,1,0
OtherInventoryWarehouse,30,0,0,1,2,2,2,1,1,1,0
PreconfirmationAccumulatedDepreciationAndAmortization,30,0,0,2,3,2,1,2,0,0,0
CustomerRefundableFeesPeriodIncreaseDecrease,30,0,0,0,0,1,2,2,2,2,1
DebtSecuritiesTradingRestricted,30,0,0,0,0,0,0,0,0,7,3
ProductiveGasWellsNumberOfWellsGross,30,0,3,2,1,1,1,1,1,0,0
DefinedBenefitPlanEstimatedAmountOfPlanParticipantsFutureBenefitsCoveredByInsuranceContractsIssuedByEmployerOrRelatedParties,30,0,1,1,1,3,1,1,1,1,0
UnrealizedLossOnPriceRiskCashFlowDerivativesBeforeTax,30,0,2,2,1,2,0,0,2,1,0
DebtSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairment,30,0,0,0,0,0,0,0,0,6,4
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityGainLossIncludedInEarnings,30,0,0,0,2,1,1,4,2,0,0
SiteContingencyLossExposureNotAccruedLowEstimate,30,0,5,1,2,2,0,0,0,0,0
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsPurchases,30,0,2,2,2,1,2,1,0,0,0
LongTermDebtOfRegistrantMaturitiesRepaymentsOfPrincipalInRollingAfterYearFive,30,0,0,2,5,3,0,0,0,0,0
OtherPremiumRevenueNet,30,0,4,5,1,0,0,0,0,0,0
EffectOnFutureEarningsOffsetAmount,30,0,1,1,1,1,1,4,1,0,0
DeferredSubscriberAcquisitionCostsCurrent,30,0,2,1,1,1,1,1,2,1,0
PreferredUnitsCumulativeCashDistributions,30,0,0,2,2,1,1,1,2,1,0
PaymentsForProceedsFromOtherRealEstatePartnerships,30,0,1,2,1,1,1,1,1,2,0
OtherOwnershipInterestsUnitsAuthorized,30,0,3,1,2,1,1,1,1,0,0
DefinedBenefitPlanBenefitObligationIncreaseDecreaseForRemeasurementDueToSettlement,30,0,0,0,0,0,0,0,3,7,0
PostconfirmationAccumulatedDepreciationAndAmortization,30,0,0,1,1,2,1,3,2,0,0
GeneralPartnersShareOfUndistributedEarningsIncentiveDistributionRightEmbeddedInGeneralPartnerInterest,30,0,0,2,2,2,2,1,1,0,0
DebtInstrumentUnamortizedPremiumCurrent,30,0,0,0,0,0,0,3,4,1,2
OperatingSupportFromAdviserAmount,30,0,0,0,2,2,2,1,1,2,0
QualitativeAndQuantitativeInformationAssetOrLiabilityTransferorsContinuingInvolvementSecuritizationOrAssetbackedFinancingPrincipalAmountOutstandingContinuedRecognitionAmount,30,0,3,4,3,0,0,0,0,0,0
OwnshareLendingArrangementSharesOutstandingValue,30,0,2,1,0,3,2,1,1,0,0
PledgedAssetsSeparatelyReportedSecuritiesPledgedUnderLetterOfCreditFacilitiesAtFairValue,30,0,1,0,1,2,2,1,1,1,1
UndistributedDiscontinuedOperationEarningsLossAllocationToParticipatingSecuritiesBasic,30,0,0,0,0,0,0,0,3,6,1
ConvertiblePreferredStockSharesOutstanding,30,0,5,5,0,0,0,0,0,0,0
AverageBalanceDuringPeriodOfLoansHeldInPortfolio,30,0,2,4,3,1,0,0,0,0,0
SalesAllowancesPriceProtection,30,0,0,1,1,1,1,3,3,0,0
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAcquiredDuringPeriodNotAccountedForUsingIncomeRecognitionModelAtAcquisitionAtCarryingValue,30,0,0,0,1,1,2,2,2,2,0
InvestmentOwnedForeignCurrencyContractReportingCurrencyAmountCurrentValue,30,0,2,2,1,1,1,1,1,1,0
UnbilledChangeOrdersAmountExpectedToBeCollectedWithinOneYear,30,1,1,2,1,3,2,0,0,0,0
GuaranteedBenefitLiabilityNet,30,0,0,2,2,2,1,2,0,1,0
PreconfirmationNonamortizableIntangibleAssets,30,0,0,2,2,1,1,1,1,2,0
InterestAndFeeIncomeNonmortgageLoansAndLeasesHeldForSale,30,0,0,1,2,2,1,1,1,2,0
ContractAdministrationExpense,30,0,1,2,0,3,4,0,0,0,0
PaymentsForFilmCosts,30,0,2,2,1,2,3,0,0,0,0
LiabilitiesSubjectToCompromiseProvisionForExpectedAndAllowedClaims,30,0,0,3,0,4,3,0,0,0,0
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAmortization,30,0,7,1,1,1,0,0,0,0,0
FederalHomeLoanBankAdvancesOutstandingGreaterThanOneBillionDollarsPerBorrowerAmount,30,0,0,0,0,3,3,2,1,1,0
GuaranteedBenefitsPaid,30,0,2,7,1,0,0,0,0,0,0
IncreaseDecreaseInTimeDepositsOf100000OrMore,30,0,2,2,4,2,0,0,0,0,0
HedgedAssetFairValueHedge,30,0,0,0,0,0,0,0,0,9,1
SegmentReportingInformationProfitLoss,30,2,4,1,3,0,0,0,0,0,0
IncentiveDistributionDistributionPerUnit,30,0,0,1,2,2,2,1,1,1,0
MediumtermNotesNoncurrent,30,1,1,0,0,3,3,1,1,0,0
TwoPercentOfDebitItems,30,0,1,1,1,1,1,1,2,2,0
PremiumsReceivableAllowanceForDoubtfulAccountsPeriodIncreaseDecrease,30,0,5,2,3,0,0,0,0,0,0
DividendPaymentRestrictionsScheduleAmountsPaid,30,0,2,7,1,0,0,0,0,0,0
DerivativeAssetNotDesignatedAsHedgingInstrumentFairValue,30,3,7,0,0,0,0,0,0,0,0
PumpTaxes,30,0,1,1,1,1,1,2,2,1,0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityIssues,30,0,0,1,2,2,2,2,1,0,0
GrandfatheredESOPExpenseRecognitionActualInterestIncurredOnESOPDebt,30,1,2,2,2,1,1,1,0,0,0
DebtorReorganizationItemsProvisionForExpectedAllowedClaims,30,0,0,4,3,0,1,0,0,2,0
VariableInterestEntityConsolidatedAssetsPledged,30,0,0,0,0,0,0,0,4,5,1
InvestmentsInAndAdvancesToAffiliatesBalanceShares,30,0,0,2,2,2,1,2,1,0,0
ObligationWithJointAndSeveralLiabilityArrangementAmountRecognized,30,0,0,0,0,3,2,1,1,2,1
TroubledDebtRestructuringDebtorCurrentPeriodGainLossOnRestructuringNetOfTax,30,0,0,3,1,0,3,1,0,2,0
FinanceLeaseLiabilityPaymentsDueInRollingYearThree,30,0,0,0,0,0,0,0,0,1,9
SquareFootageOfRealEstateProperty,30,0,10,0,0,0,0,0,0,0,0
MultiemployerPlanCollectiveBargainingArrangementPercentageOfContributionsRequiredForMultipleCollectiveBargainingArrangements,30,0,0,0,0,0,0,0,3,6,1
FairValueConcentrationOfRiskCashSurrenderValue,30,0,1,1,1,1,1,1,2,2,0
OtherThanTemporaryImpairmentLossesInvestmentsPortionInOtherComprehensiveIncomeLossTaxIncludingPortionAttributableToNoncontrollingInterestHeldtomaturitySecurities,30,0,1,1,1,3,2,1,0,1,0
MalpracticeLossContingencyClaimsIncurredInPriorPeriods,30,0,1,1,1,1,1,1,2,2,0
RestatementOfPriorYearIncomeGross,30,0,0,1,0,2,2,3,0,1,1
ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivablesCategorizedAsAvailableForSale,30,0,2,1,1,1,1,1,2,1,0
GuaranteeObligationsLiquidationProceedsPercentage,30,0,1,1,2,0,1,2,1,2,0
BusinessAcquisitionPurchasePriceAllocationUnfavorableContractAccrual,30,0,5,5,0,0,0,0,0,0,0
DeferredPolicyAcquisitionCostForeignCurrencyTranslationGainLoss,30,0,0,0,0,0,0,3,3,4,0
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentsRelatedToPreviousPeriod,30,0,0,0,0,0,1,3,2,4,0
CarryingValueOfSecuritiesPurchasedUnderAgreementsToResellAndDepositsPaidForSecuritiesBorrowed,30,0,0,1,1,1,2,2,2,1,0
SecuritiesBorrowedGrossIncludingNotSubjectToMasterNettingArrangement,30,0,0,0,0,1,3,3,2,1,0
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired,30,2,5,3,0,0,0,0,0,0,0
ShortTermDebtPercentageBearingVariableInterestRate,30,0,2,3,1,1,0,1,1,1,0
SignificantAcquisitionsAndDisposalsGainLossOnSaleOrDisposalNetOfTax,30,0,1,3,3,3,0,0,0,0,0
MortgageLoansOnRealEstatePeriodicPaymentTermsBalloonPaymentToBeReceived,30,0,0,0,1,1,3,2,2,1,0
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisInstrumentsClassifiedInShareholdersEquityPurchasesSalesIssuesSettlements,30,0,0,0,3,2,2,1,1,1,0
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfits,30,0,1,5,3,1,0,0,0,0,0
ReorganizationValue,30,0,0,2,3,1,0,2,2,0,0
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTaxParent,30,0,0,0,0,0,0,0,0,5,5
DebtorReorganizationItemsImpairmentLoss,30,0,1,3,0,3,0,1,1,1,0
AssetsDesignatedToClosedBlockIncomeTaxReceivable,30,0,0,0,2,0,2,2,2,2,0
PrescriptionDrugBenefitEffectOfSubsidyOnNetPeriodicPostretirementBenefitCost,30,0,10,0,0,0,0,0,0,0,0
PriceRiskDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAssetAtFairValue,30,0,1,2,2,1,1,1,1,1,0
DerivativeLiabilityNotDesignatedAsHedgingInstrumentFairValue,30,3,7,0,0,0,0,0,0,0,0
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumNumberOfShares,30,0,1,1,2,1,1,1,1,1,1
GainLossOnDispositionOfOtherAssets,30,2,5,3,0,0,0,0,0,0,0
DeferredStormAndPropertyReserveDeficiencyNoncurrent,30,0,2,2,2,2,2,0,0,0,0
ExtinguishmentOfDebtGainLossPerShareNetOfTax,30,0,0,1,1,0,0,3,2,3,0
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAdditions,30,0,0,1,3,6,0,0,0,0,0
NondebtorReorganizationItemsNetGainLossOnSettlementOfOtherClaims1,30,0,1,0,2,1,1,1,2,2,0
ReinsuranceRetentionPolicyExcessRetentionPercentage,30,0,0,0,1,2,1,1,1,2,2
PublicUtilitiesPropertyPlantAndEquipmentAmountOfAcquisitionAdjustments,30,0,10,0,0,0,0,0,0,0,0
CustomerRefundableFeesCashReceived,30,0,1,2,1,2,3,1,0,0,0
PostconfirmationNoncurrentOtherObligations,27,0,0,1,1,1,1,2,2,1,0
DebtInstrumentSinkingFundAmount,27,0,9,0,0,0,0,0,0,0,0
LoansHeldForSaleConsumerInstallmentStudent,27,0,2,3,2,2,0,0,0,0,0
IncreaseDecreaseInFairValueOfHedgedItemInPriceRiskFairValueHedge1,27,0,0,2,2,1,1,1,1,1,0
PostconfirmationReceivablesNet,27,0,0,1,1,1,1,2,2,1,0
CustomerRefundableFeesRefundPayments,27,0,2,3,1,2,1,0,0,0,0
GeneralPartnersCapitalAccountUnitsAuthorized,27,0,0,0,1,1,2,2,1,1,1
DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotSubjectToMasterNettingArrangement,27,0,0,0,3,2,1,1,1,1,0
RisksInherentInServicingAssetsAndServicingLiabilitiesFairValueOfInstrumentsUsedToManageRisks,27,0,0,1,2,1,1,1,1,1,1
PremiumsEarnedNetFinancialGuaranteeInsuranceContracts,27,0,2,2,0,0,1,1,1,2,0
DerivativeAverageSwaptionInterestRate,27,0,1,3,2,1,1,1,0,0,0
MalpracticeLossContingencyReturnOfPremiums,27,0,1,1,2,1,1,1,1,1,0
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialContractuallyRequiredPaymentsReceivableAtAcquisition,27,0,1,0,0,0,2,2,2,1,1
LongTermDebtComponentsMortgageLoans,27,0,4,5,0,0,0,0,0,0,0
DebtorReorganizationItemsDischargeOfClaimsAndLiabilities,27,0,2,1,0,0,0,1,1,3,1
CapitalLeasesFutureMinimumPaymentsReceivableDueInRollingYearFive,27,0,0,2,2,0,0,1,2,2,0
RetailLandSaleReceivablesWeightedAverageInterestRate,27,0,1,2,2,2,2,0,0,0,0
SegmentReportingSegmentRevenue,27,3,0,3,3,0,0,0,0,0,0
PaymentsToAcquireWasteWaterSystems,27,0,1,1,1,1,1,1,1,1,1
ProceedsFromCustomersForProgressPayments,27,0,1,3,2,2,0,0,0,1,0
LoansAndLeasesReceivableNetReportedAmountForeign,27,0,1,2,2,2,2,0,0,0,0
PaymentsForProceedsFromDerivatives,27,6,3,0,0,0,0,0,0,0,0
PostconfirmationAssets,27,0,0,1,1,1,1,2,2,1,0
DebtSecuritiesAvailableForSaleMaturityAfter10YearsWeightedAverageYield,27,0,0,0,0,0,0,0,1,6,2
DeferredTaxesBusinessCombinationValuationAllowanceAvailableToReduceIntangibleAssets,27,0,0,4,2,2,1,0,0,0,0
AssumedPremiumsWrittenLife,27,0,4,5,0,0,0,0,0,0,0
TimeSharingTransactionsStatedInterestRatesForNotesReceivableMaximum,27,0,0,2,2,3,2,0,0,0,0
ConvertiblePreferredStockParStatedValuePerShare,27,0,7,2,0,0,0,0,0,0,0
DefinedBenefitPlanPrescriptionDrugBenefitAccumulatedPostretirementBenefitObligationDecreaseForSubsidy,27,0,0,0,0,0,0,0,5,4,0
NetInvestmentIncomeInsuranceEntityInvestmentRealEstate,27,0,2,7,0,0,0,0,0,0,0
MinimumLeasePaymentsSaleLeasebackTransactionsDueInRollingYearTwo,27,0,0,1,2,0,1,2,1,2,0
BelowMarketLeasePeriodIncreaseDecrease,27,0,0,0,1,1,1,1,2,2,1
ReinsuranceEffectOnClaimsAndBenefitsIncurredPoliciesAcquiredInPeriod,27,0,3,6,0,0,0,0,0,0,0
DeferredRevenueRefundPayments1,27,0,0,0,0,0,0,1,3,5,0
AdvertisingCostsCapitalizedDirectResponseAdvertisingWriteDown,27,0,2,1,1,2,1,1,1,0,0
ServicingLiabilityAtAmortizedValueFairValue1,27,0,0,2,1,1,1,1,1,1,1
CreditDerivativePurchasedCreditProtection,27,0,1,1,1,2,1,1,1,1,0
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesEntitysShareOfEquityMethodInvesteesStandardizedDiscountedFutureNetCashFlows,27,0,0,5,2,2,0,0,0,0,0
ProceedsFromPaymentsForDepositsAppliedToDebtRetirements,27,0,2,1,1,0,0,2,1,1,1
LossContingencyRelatedReceivableCarryingValuePeriodIncreaseDecrease,27,0,1,1,0,0,1,3,2,1,0
FinanceLeaseLiabilityPaymentsDueInRollingYearFour,27,0,0,0,0,0,0,0,0,0,9
PostconfirmationOtherAssetsNoncurrent,27,0,0,1,1,1,1,2,2,1,0
AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,27,0,1,1,1,0,2,2,2,0,0
BrokeredNaturalGasMarginCosts,27,0,0,1,1,1,2,2,2,0,0
CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,27,0,6,3,0,0,0,0,0,0,0
HeldToMaturitySecuritiesGrossGainsLossesDerivatives,27,0,0,0,1,2,2,2,2,0,0
SubordinatedLiabilitiesExtinguished,27,0,0,3,2,1,1,1,1,0,0
OtherDerivativesNotDesignatedAsHedgingInstrumentsAssetsAtFairValue,27,0,3,6,0,0,0,0,0,0,0
SupplementalUnemploymentBenefitsOtherPostemployment,27,0,1,1,1,1,1,2,1,1,0
LoansAndLeasesReceivableImpairedAllowanceForLoanLosses,27,0,6,3,0,0,0,0,0,0,0
FinancialGuaranteeInsuranceContractsPremiumReceivable,27,0,1,2,1,0,1,1,1,2,0
DebtSecuritiesAvailableForSaleMaturityAfterOneThroughFiveYearsWeightedAverageYield,27,0,0,0,0,0,0,0,1,6,2
ProceedsFromTimeDepositsAccepted,27,0,2,0,0,2,1,1,1,2,0
EffectiveIncomeTaxRateReconciliationTaxCutsAndJobsActOf2017TransitionTaxOnAccumulatedForeignEarningsAmount,27,0,0,0,0,0,0,0,0,2,7
HedgedAssetFairValueHedgeCumulativeIncreaseDecrease,27,0,0,0,0,0,0,0,0,8,1
NonmonetaryNotionalAmountOfPriceRiskCashFlowHedgeDerivatives,27,0,5,4,0,0,0,0,0,0,0
ReorganizationValueNetRealizableValueOfAssetDispositions,27,0,0,2,2,2,0,1,1,1,0
EquitySecuritiesWithoutReadilyDeterminableFairValueDownwardPriceAdjustmentAnnualAmount,27,0,0,0,0,0,0,0,0,9,0
BusinessCombinationConsiderationTransferredOther,27,0,2,6,1,0,0,0,0,0,0
LongTermConstructionLoanCurrent,27,0,0,0,1,2,2,1,2,1,0
SiteContingencyAccrualDiscountRate,27,0,4,5,0,0,0,0,0,0,0
AdjustmentForLongTermIntercompanyTransactionsTaxExpenseBenefit,27,0,0,0,0,0,1,2,1,4,1
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsNet,27,0,0,2,1,2,4,0,0,0,0
DeferredFinanceCostsOwnShareLendingArrangementIssuanceCostsAmortizationExpense1,27,0,0,0,0,0,0,4,2,2,1
InventoryRealEstateImprovements,27,0,0,1,1,0,2,1,1,1,2
StockGrantedDuringPeriodSharesSharebasedCompensation,27,2,3,4,0,0,0,0,0,0,0
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupCommercialAndIndustrial,27,0,0,0,0,1,2,3,2,1,0
LiquidityDisclosureFutureObligationsNotExpectedToBeRepaidAmount,27,0,4,4,0,1,0,0,0,0,0
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInExpectedCreditLosses,27,0,0,2,1,1,0,1,2,2,0
GrantsReceivableNoncurrent,27,0,2,2,1,1,1,2,0,0,0
DerivativeAverageForwardExchangeRate1,27,0,0,0,2,3,0,0,1,1,2
PostconfirmationDeferredFinancingCosts,27,0,0,1,5,1,1,1,0,0,0
OtherSignificantNoncashTransactionValueOfConsiderationGiven,27,2,2,2,3,0,0,0,0,0,0
TaxCutsAndJobsActOf2017IncompleteAccountingProvisionalIncomeTaxExpenseBenefit,27,0,0,0,0,0,0,0,0,3,6
GainLossOnSaleOfUnprovedProperty,27,0,1,2,1,0,1,2,2,0,0
CharityCareOtherMeasurementBasisAmount,27,0,1,1,1,1,1,1,1,1,1
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPeriodIncreaseDecrease,27,0,1,2,2,2,1,1,0,0,0
PreferredUnitsOfferingCosts,27,0,0,2,1,2,2,0,2,0,0
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOtherShareIncreaseDecreaseInPeriodWeightedAverageExercisePrice,27,0,8,1,0,0,0,0,0,0,0
SegmentReportingInformationIntersegmentRevenue,27,1,8,0,0,0,0,0,0,0,0
GainLossOnPriceRiskHedgeIneffectiveness,27,0,1,1,1,3,1,2,0,0,0
AssetsDesignatedToClosedBlockTradingSecuritiesDebt,27,0,0,0,0,1,1,3,2,2,0
LifeSettlementContractsFairValueMethodNumberOfContracts,27,0,2,2,2,1,1,1,0,0,0
EstimateOfCancellations,27,0,1,1,2,1,2,1,1,0,0
GuaranteedBenefitLiabilityGross,27,0,2,6,1,0,0,0,0,0,0
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInExpectedCreditLosses,27,0,0,2,1,1,0,1,2,2,0
ShortDurationContractsDiscountedLiabilitiesAmount,27,0,0,0,0,0,0,3,3,3,0
NoncashCommissionAndClosingCosts,27,0,1,4,1,1,1,1,0,0,0
RealEstateInventoryConstructionMaterials,27,0,0,0,1,1,2,2,2,1,0
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodTax,27,0,0,0,0,0,0,0,2,5,2
RevenueRecognitionMultipleDeliverableArrangementsDeterminationOfSellingPriceAmount,27,0,0,0,2,2,2,1,1,1,0
FinancingReceivableNonaccrualPercentPastDue1,27,0,0,0,0,0,0,0,3,4,2
ChangeInUnrealizedGainLossOnHedgedItemInForeignCurrencyFairValueHedge1,27,0,0,1,1,1,3,1,1,1,0
OtherComprehensiveIncomeLossDerivativeExcludedComponentIncreaseDecreaseAfterAdjustmentsAndTax,27,0,0,0,0,0,0,0,0,8,1
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentAccumulatedDepreciation,27,0,0,0,2,1,1,1,2,1,1
ResidualValueOfLeasedAsset,27,0,0,0,0,0,0,0,2,2,5
DebtSecuritiesAvailableForSaleMaturityAfterFiveThroughTenYearsWeightedAverageYield,27,0,0,0,0,0,0,0,1,6,2
LongTermDebtWeightedAverageInterestRateOverTime,27,0,0,0,0,0,0,0,4,3,2
ImpactOfRestatementOnOpeningRetainedEarningsNetOfTax,27,0,1,0,1,0,1,0,3,2,1
DebtInstrumentPrincipalOutstanding,27,4,2,1,2,0,0,0,0,0,0
MinimumLeasePaymentsSaleLeasebackTransactionsDueInRollingYearThree,27,0,0,1,2,0,1,2,1,2,0
LiabilitiesAssumed,27,4,5,0,0,0,0,0,0,0,0
OtherRealEstateNonCoveredImprovements,27,0,0,2,3,2,2,0,0,0,0
BusinessCombinationIndemnificationAssetsRangeOfOutcomesValueHigh,27,1,0,2,2,1,0,1,1,1,0
OtherComprehensiveLossHeldToMaturitySecurityAdjustmentFromAociForAccretionOfNoncreditPortionOfOttiBeforeTax,27,0,0,0,0,0,0,0,5,4,0
NetInvestmentIncomeInsuranceEntityPolicyLoans,27,0,2,7,0,0,0,0,0,0,0
InventoryForLongTermContractsOrProgramsGeneralAndAdministrativeExpenseIncurred,24,0,1,1,1,1,1,1,1,1,0
LossContingencyRelatedReceivableCarryingValueCurrent,24,0,3,4,1,0,0,0,0,0,0
NetAmountAtRiskByProductAndGuaranteeNetAmountAtRiskInEventOfDeath,24,0,0,3,3,2,0,0,0,0,0
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputInvestmentHoldingsMovementsSales,24,0,1,2,1,1,2,1,0,0,0
ProductiveGasWellsNumberOfWellsNet,24,0,1,2,1,1,1,1,1,0,0
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsLossesChangesInAssetsAndLiabilitiesNet,24,0,1,3,2,1,1,0,0,0,0
TransferOfFinancialAssetsAccountedForAsSalesFairValueOfDerecognizedAssets,24,0,0,0,0,0,1,2,3,2,0
ProductLiabilityContingencyLossExposureNotAccruedBestEstimate,24,0,0,0,1,1,0,1,2,2,1
